Trip_ID,Start_Location,Destination,Country,Start_Date,End_Date,Duration_Days,Accommodation_Type,Accommodation_Cost,Transport_Type,Transport_Cost,Food_Cost,Activity_Cost,Base_Currency,User_Selected_Currency,Currency_Rate,Total_Expense,Distance_km,Train_Class
1665,Ahmedabad,Bengaluru,India,2024-07-15,2024-07-25,10,Hotel 3-star,120,Train,5.18,120.0,540.0,USD,INR,83.0,65169.94,1237,Exp_SL
1666,Ahmedabad,Dubai,UAE,2024-05-19,2024-05-31,12,Hotel 3-star,144,Bus,17.71,102.0,459.0,USD,USD,1.0,722.71,1771,
1667,Bengaluru,London,UK,2024-01-31,2024-02-09,9,Hotel 5-star,360,Bike,436.19,171.0,769.5,USD,INR,83.0,144145.27,8035,
1668,Hyderabad,Singapore,Singapore,2024-08-03,2024-08-10,7,Airbnb,490,Flight,967.19,129.5,582.75,USD,INR,83.0,180063.52,3293,
1669,Mumbai,Bengaluru,India,2024-02-07,2024-02-14,7,Hotel 5-star,280,Flight,127.38,84.0,378.0,USD,AED,3.67,3190.62,845,
1670,Hyderabad,Berlin,Germany,2024-05-18,2024-05-26,8,Hotel 4-star,200,Car,793.92,140.0,630.0,USD,JPY,153.0,269879.76,6805,
1671,Kolkata,New York,USA,2024-06-08,2024-06-19,11,Hostel,77,Flight,372.79,115.5,519.75,USD,EUR,0.92,998.24,12746,
1672,Mumbai,New York,USA,2024-08-23,2024-08-29,6,Airbnb,420,Flight,481.11,63.0,283.5,USD,USD,1.0,1247.61,12538,
1673,Bengaluru,Berlin,Germany,2024-08-04,2024-08-07,3,Hotel 4-star,75,Flight,267.83,52.5,236.25,USD,EUR,0.92,581.05,7131,
1674,Bengaluru,Paris,France,2024-03-29,2024-04-06,8,Hostel,56,Bus,33.94,136.0,612.0,USD,AED,3.67,3075.24,7849,
1675,Delhi,Dubai,UAE,2024-06-26,2024-07-05,9,Hotel 4-star,225,Car,124.38,76.5,344.25,USD,AED,3.67,2826.38,2195,
1676,Hyderabad,Singapore,Singapore,2024-02-16,2024-02-18,2,Hotel 3-star,24,Car,406.14,37.0,166.5,USD,USD,1.0,633.64,3293,
1677,Ahmedabad,Sydney,Australia,2024-09-05,2024-09-09,4,Hotel 4-star,100,Flight,1094.31,60.0,270.0,USD,AED,3.67,5594.22,10437,
1678,Mumbai,Singapore,Singapore,2024-04-21,2024-04-23,2,Airbnb,140,Bus,46.15,37.0,166.5,USD,GBP,0.79,307.82,3904,
1679,Mumbai,Berlin,Germany,2024-07-27,2024-07-31,4,Hotel 3-star,48,Flight,671.66,70.0,315.0,USD,JPY,153.0,169012.98,6286,
1680,Delhi,Sydney,Australia,2024-09-07,2024-09-17,10,Hotel 5-star,400,Car,1044.3,150.0,675.0,USD,JPY,153.0,347202.9,10443,
1681,Surat,Paris,France,2024-06-25,2024-07-02,7,Hotel 5-star,280,Bike,332.23,119.0,535.5,USD,AED,3.67,4648.9,6840,
1682,Ahmedabad,Sydney,Australia,2024-05-23,2024-06-03,11,Hotel 5-star,440,Flight,783.04,165.0,742.5,USD,INR,83.0,176834.82,10437,
1683,Bengaluru,Mumbai,India,2024-06-09,2024-06-11,2,Hotel 3-star,24,Bike,28.97,24.0,108.0,USD,AED,3.67,678.84,845,
1684,Delhi,Singapore,Singapore,2024-04-27,2024-05-06,9,Hotel 4-star,225,Car,512.7,166.5,749.25,USD,JPY,153.0,252977.85,4157,
1685,Delhi,Sydney,Australia,2024-07-05,2024-07-08,3,Hostel,21,Car,1044.3,45.0,202.5,USD,USD,1.0,1312.8,10443,
1686,Ahmedabad,Paris,France,2024-03-19,2024-03-24,5,Hostel,35,Train,,85.0,382.5,USD,USD,1.0,,6676,Yuva_Other
1687,Surat,Bengaluru,India,2024-02-26,2024-02-29,3,Hotel 3-star,36,Bus,49.18,36.0,162.0,USD,AED,3.67,1039.27,1043,
1688,Kolkata,London,UK,2024-07-28,2024-08-03,6,Hotel 3-star,72,Flight,206.61,114.0,513.0,USD,GBP,0.79,715.43,7962,
1689,Pune,Dubai,UAE,2024-02-13,2024-02-21,8,Airbnb,560,Train,7.27,68.0,306.0,USD,AED,3.67,3454.46,2054,Exp_SL
1690,Hyderabad,Mumbai,India,2024-08-21,2024-08-24,3,Hostel,21,Train,24.59,36.0,162.0,USD,AED,3.67,893.98,621,Raj_1A
1691,Hyderabad,New York,USA,2024-04-22,2024-04-23,1,Hotel 3-star,12,Bike,388.74,10.5,47.25,USD,INR,83.0,38054.67,12958,
1692,Jaipur,Paris,France,2024-01-08,2024-01-11,3,Hotel 4-star,75,Bus,42.81,51.0,229.5,USD,EUR,0.92,366.45,6612,
1693,Ahmedabad,Singapore,Singapore,2024-03-03,2024-03-10,7,Hotel 5-star,280,Bus,10.82,129.5,582.75,USD,INR,83.0,83254.81,4144,
1694,Chennai,Dubai,UAE,2024-07-21,2024-08-02,12,Hotel 5-star,480,Bus,55.42,102.0,459.0,USD,GBP,0.79,866.17,2944,
1695,Mumbai,Berlin,Germany,2024-06-10,2024-06-14,4,Hotel 3-star,48,Flight,341.83,70.0,315.0,USD,EUR,0.92,712.84,6286,
1696,Hyderabad,Dubai,UAE,2024-02-01,2024-02-07,6,Hotel 4-star,150,Flight,803.88,51.0,229.5,USD,INR,83.0,102453.54,2553,
1697,Bengaluru,London,UK,2024-01-07,2024-01-11,4,Hostel,28,Bus,53.62,76.0,342.0,USD,JPY,153.0,76441.86,8035,
1698,Mumbai,Sydney,Australia,2024-06-15,2024-06-21,6,Hostel,42,Bike,435.3,90.0,405.0,USD,USD,1.0,972.3,10157,
1699,Surat,Dubai,UAE,2024-05-28,2024-05-29,1,Hotel 3-star,12,Car,104.72,8.5,38.25,USD,GBP,0.79,129.14,1848,
1700,Pune,Dubai,UAE,2024-04-15,2024-04-19,4,Hotel 5-star,160,Flight,671.07,34.0,153.0,USD,JPY,153.0,155764.71,2054,
1701,Chennai,Singapore,Singapore,2024-05-11,2024-05-20,9,Hotel 4-star,225,Car,357.91,166.5,749.25,USD,JPY,153.0,229294.98,2902,
1702,Delhi,Tokyo,Japan,2024-02-02,2024-02-04,2,Airbnb,140,Train,4.52,28.0,126.0,USD,JPY,153.0,45673.56,5839,Ord_Passenger
1703,Surat,Mumbai,India,2024-03-29,2024-04-07,9,Hotel 3-star,108,Bus,25.91,108.0,486.0,USD,GBP,0.79,575.05,233,
1704,Ahmedabad,Tokyo,Japan,2024-01-28,2024-01-29,1,Hotel 5-star,40,Flight,809.1,14.0,63.0,USD,INR,83.0,76866.3,6529,
1705,Bengaluru,Sydney,Australia,2024-05-04,2024-05-10,6,Hotel 4-star,150,Flight,990.83,90.0,405.0,USD,JPY,153.0,250281.99,9349,
1706,Pune,London,UK,2024-08-03,2024-08-06,3,Airbnb,210,Bus,25.62,57.0,256.5,USD,GBP,0.79,433.8,7306,
1707,Surat,Berlin,Germany,2024-06-09,2024-06-15,6,Hotel 4-star,150,Flight,935.76,105.0,472.5,USD,EUR,0.92,1530.2,6103,
1708,Chennai,Singapore,Singapore,2024-03-04,2024-03-05,1,Hotel 5-star,40,Flight,825.47,18.5,83.25,USD,EUR,0.92,889.84,2902,
1709,Hyderabad,Tokyo,Japan,2024-01-12,2024-01-17,5,Hostel,35,Flight,259.91,70.0,315.0,USD,AED,3.67,2495.27,6311,
1710,Ahmedabad,Sydney,Australia,2024-03-26,2024-04-07,12,Hotel 4-star,300,Bike,447.3,180.0,810.0,USD,AED,3.67,6375.89,10437,
1711,Pune,Paris,France,2024-04-19,2024-04-29,10,Hostel,70,Bike,346.07,170.0,765.0,USD,AED,3.67,4958.43,7125,
1712,Chennai,Berlin,Germany,2024-05-26,2024-05-31,5,Hotel 5-star,200,Flight,598.34,87.5,393.75,USD,GBP,0.79,1010.88,7299,
1713,Hyderabad,Sydney,Australia,2024-02-15,2024-02-18,3,Airbnb,210,Bus,29.01,45.0,202.5,USD,JPY,153.0,74436.03,9569,
1714,Ahmedabad,Singapore,Singapore,2024-06-28,2024-07-09,11,Airbnb,770,Bike,219.04,203.5,915.75,USD,EUR,0.92,1939.63,4144,
1715,Hyderabad,Bengaluru,India,2024-05-01,2024-05-09,8,Hotel 4-star,200,Train,,96.0,432.0,USD,GBP,0.79,,500,Ord_LocalSuburb
1716,Ahmedabad,Dubai,UAE,2024-05-25,2024-06-04,10,Hotel 3-star,120,Bus,19.19,85.0,382.5,USD,AED,3.67,2226.55,1771,
1717,Mumbai,London,UK,2024-04-29,2024-05-07,8,Airbnb,560,Bus,33.22,152.0,684.0,USD,AED,3.67,5245.24,7192,
1718,Ahmedabad,Berlin,Germany,2024-05-19,2024-05-27,8,Hostel,56,Flight,701.82,140.0,630.0,USD,USD,1.0,1527.82,5929,
1719,Chennai,London,UK,2024-05-25,2024-06-01,7,Airbnb,490,Car,1040.06,133.0,598.5,USD,EUR,0.92,2080.64,8211,
1720,Pune,Paris,France,2024-01-29,2024-02-03,5,Hotel 3-star,60,Bus,26.24,85.0,382.5,USD,INR,83.0,45960.42,7125,
1721,Mumbai,New York,USA,2024-02-01,2024-02-06,5,Hostel,35,Car,877.66,52.5,236.25,USD,INR,83.0,99717.03,12538,
1722,Jaipur,Bengaluru,India,2024-01-30,2024-02-07,8,Airbnb,560,Bus,53.9,96.0,432.0,USD,USD,1.0,1141.9,1562,
1723,Hyderabad,Paris,France,2024-02-20,2024-03-01,10,Hotel 4-star,250,Train,12.13,170.0,765.0,USD,INR,83.0,99361.79,7555,Exp_SL
1724,Mumbai,Sydney,Australia,2024-05-11,2024-05-20,9,Hotel 3-star,108,Train,,135.0,607.5,USD,AED,3.67,,10157,Sha_CC
1725,Kolkata,Sydney,Australia,2024-02-26,2024-03-03,6,Airbnb,420,Train,31.08,90.0,405.0,USD,INR,83.0,78524.64,9138,AC_3A
1726,Surat,Tokyo,Japan,2024-04-09,2024-04-18,9,Hotel 5-star,360,Bus,27.59,126.0,567.0,USD,JPY,153.0,165330.27,6607,
1727,Hyderabad,Sydney,Australia,2024-08-27,2024-08-29,2,Hotel 3-star,24,Car,956.9,30.0,135.0,USD,AED,3.67,4205.45,9569,
1728,Mumbai,Dubai,UAE,2024-04-10,2024-04-13,3,Hostel,21,Car,109.65,25.5,114.75,USD,AED,3.67,994.2,1935,
1729,Ahmedabad,Sydney,Australia,2024-01-12,2024-01-20,8,Hostel,56,Bike,447.3,120.0,540.0,USD,EUR,0.92,1070.24,10437,
1730,Delhi,Tokyo,Japan,2024-06-25,2024-07-07,12,Hotel 3-star,144,Car,544.97,168.0,756.0,USD,GBP,0.79,1274.25,5839,
1731,Bengaluru,Berlin,Germany,2024-07-21,2024-08-02,12,Hostel,84,Bike,356.55,210.0,945.0,USD,USD,1.0,1595.55,7131,
1732,Mumbai,Berlin,Germany,2024-02-23,2024-03-04,10,Airbnb,700,Flight,386.43,175.0,787.5,USD,INR,83.0,170061.19,6286,
1733,Delhi,Sydney,Australia,2024-04-23,2024-04-30,7,Hostel,49,Train,41.51,105.0,472.5,USD,USD,1.0,668.01,10443,Ord_FC
1734,Hyderabad,Dubai,UAE,2024-06-01,2024-06-02,1,Hotel 3-star,12,Car,144.67,8.5,38.25,USD,JPY,153.0,31123.26,2553,
1735,Surat,Sydney,Australia,2024-08-23,2024-08-29,6,Hotel 5-star,240,Bus,7.36,90.0,405.0,USD,INR,83.0,61615.88,10296,
1736,Kolkata,Paris,France,2024-07-11,2024-07-20,9,Hotel 3-star,108,Bus,30.14,153.0,688.5,USD,EUR,0.92,901.27,7856,
1737,Delhi,Mumbai,India,2024-09-02,2024-09-05,3,Hotel 4-star,75,Bus,23.65,36.0,162.0,USD,INR,83.0,24621.95,1153,
1738,Chennai,Berlin,Germany,2024-03-30,2024-03-31,1,Hotel 3-star,12,Flight,273.03,17.5,78.75,USD,EUR,0.92,350.78,7299,
1739,Bengaluru,London,UK,2024-08-29,2024-09-06,8,Airbnb,560,Bus,15.18,152.0,684.0,USD,EUR,0.92,1298.29,8035,
1740,Delhi,Bengaluru,India,2024-05-31,2024-06-12,12,Hotel 4-star,300,Bike,60.0,144.0,648.0,USD,INR,83.0,95616.0,1750,
1741,Mumbai,New York,USA,2024-04-07,2024-04-09,2,Hotel 4-star,50,Car,877.66,21.0,94.5,USD,EUR,0.92,959.71,12538,
1742,Jaipur,Paris,France,2024-04-15,2024-04-24,9,Airbnb,630,Bike,321.15,153.0,688.5,USD,EUR,0.92,1649.24,6612,
1743,Mumbai,Bengaluru,India,2024-02-24,2024-02-25,1,Airbnb,70,Flight,318.16,12.0,54.0,USD,INR,83.0,37695.28,845,
1744,Ahmedabad,Mumbai,India,2024-09-03,2024-09-09,6,Hostel,42,Flight,1080.41,72.0,324.0,USD,JPY,153.0,232316.73,440,
1745,Pune,Bengaluru,India,2024-08-25,2024-08-29,4,Hotel 5-star,160,Flight,462.82,48.0,216.0,USD,USD,1.0,886.82,735,
1746,Ahmedabad,London,UK,2024-06-29,2024-07-02,3,Hostel,21,Car,866.91,57.0,256.5,USD,USD,1.0,1201.41,6844,
1747,Ahmedabad,Bengaluru,India,2024-04-14,2024-04-21,7,Hotel 3-star,84,Car,98.96,84.0,378.0,USD,AED,3.67,2367.0,1237,
1748,Ahmedabad,Paris,France,2024-04-06,2024-04-07,1,Hotel 3-star,12,Bus,31.38,17.0,76.5,USD,GBP,0.79,108.14,6676,
1749,Ahmedabad,London,UK,2024-06-26,2024-07-05,9,Hotel 5-star,360,Flight,1011.78,171.0,769.5,USD,GBP,0.79,1826.7,6844,
1750,Ahmedabad,New York,USA,2024-01-26,2024-02-03,8,Hostel,56,Car,849.17,84.0,378.0,USD,JPY,153.0,209177.01,12131,
1751,Ahmedabad,Mumbai,India,2024-03-23,2024-04-04,12,Hostel,84,Bus,10.64,144.0,648.0,USD,USD,1.0,886.64,440,
1752,Chennai,New York,USA,2024-08-23,2024-09-02,10,Hostel,70,Car,943.11,105.0,472.5,USD,JPY,153.0,243363.33,13473,
1753,Ahmedabad,Mumbai,India,2024-08-02,2024-08-03,1,Hotel 4-star,25,Bike,15.09,12.0,54.0,USD,GBP,0.79,83.81,440,
1754,Hyderabad,Paris,France,2024-08-24,2024-09-02,9,Airbnb,630,Bus,35.45,153.0,688.5,USD,EUR,0.92,1386.39,7555,
1755,Pune,Bengaluru,India,2024-08-21,2024-08-24,3,Hotel 5-star,120,Flight,916.6,36.0,162.0,USD,EUR,0.92,1135.83,735,
1756,Chennai,Sydney,Australia,2024-04-12,2024-04-18,6,Hostel,42,Train,31.08,90.0,405.0,USD,AED,3.67,2084.85,9126,AC_3A
1757,Chennai,Paris,France,2024-05-02,2024-05-12,10,Hostel,70,Flight,337.7,170.0,765.0,USD,EUR,0.92,1235.28,8036,
1758,Mumbai,Bengaluru,India,2024-06-16,2024-06-24,8,Hotel 5-star,320,Flight,341.12,96.0,432.0,USD,EUR,0.92,1093.99,845,
1759,Delhi,New York,USA,2024-07-16,2024-07-24,8,Airbnb,560,Car,821.94,84.0,378.0,USD,GBP,0.79,1456.71,11742,
1760,Hyderabad,Sydney,Australia,2024-03-27,2024-03-29,2,Hostel,14,Train,,30.0,135.0,USD,JPY,153.0,,9569,GR_CC
1761,Hyderabad,Paris,France,2024-04-04,2024-04-15,11,Hotel 4-star,275,Car,856.23,187.0,841.5,USD,INR,83.0,179257.59,7555,
1762,Delhi,Bengaluru,India,2024-04-23,2024-05-03,10,Hostel,70,Train,17.23,120.0,540.0,USD,JPY,153.0,114326.19,1750,Ord_FC
1763,Pune,Singapore,Singapore,2024-06-01,2024-06-07,6,Airbnb,420,Bike,200.01,111.0,499.5,USD,AED,3.67,4515.97,3784,
1764,Bengaluru,Dubai,UAE,2024-08-19,2024-08-23,4,Hotel 5-star,160,Bus,24.79,34.0,153.0,USD,EUR,0.92,342.05,2705,
1765,Bengaluru,Mumbai,India,2024-07-08,2024-07-15,7,Hotel 5-star,280,Car,67.6,84.0,378.0,USD,AED,3.67,2971.23,845,
1766,Kolkata,London,UK,2024-05-24,2024-05-30,6,Hotel 5-star,240,Bus,52.63,114.0,513.0,USD,GBP,0.79,726.51,7962,
1767,Kolkata,New York,USA,2024-08-21,2024-08-25,4,Hotel 4-star,100,Train,,42.0,189.0,USD,GBP,0.79,,12746,Yuva_Other
1768,Mumbai,Bengaluru,India,2024-02-15,2024-02-19,4,Hotel 5-star,160,Train,5.71,48.0,216.0,USD,USD,1.0,429.71,845,Yuva_Other
1769,Hyderabad,Sydney,Australia,2024-02-20,2024-02-24,4,Airbnb,280,Train,7.34,60.0,270.0,USD,INR,83.0,51239.22,9569,Exp_2S
1770,Pune,Dubai,UAE,2024-03-09,2024-03-12,3,Hotel 4-star,75,Bike,49.88,25.5,114.75,USD,USD,1.0,265.13,2054,
1771,Kolkata,Berlin,Germany,2024-06-20,2024-06-22,2,Airbnb,140,Bike,351.55,35.0,157.5,USD,JPY,153.0,104659.65,7031,
1772,Delhi,Berlin,Germany,2024-08-08,2024-08-09,1,Hostel,7,Flight,414.65,17.5,78.75,USD,USD,1.0,517.9,5766,
1773,Surat,Sydney,Australia,2024-06-03,2024-06-13,10,Hotel 4-star,250,Flight,870.04,150.0,675.0,USD,JPY,153.0,297591.12,10296,
1774,Ahmedabad,Mumbai,India,2024-08-20,2024-08-23,3,Hotel 4-star,75,Train,1.41,36.0,162.0,USD,AED,3.67,1007.08,440,Exp_2S
1775,Hyderabad,Bengaluru,India,2024-03-08,2024-03-10,2,Hotel 5-star,80,Bike,17.14,24.0,108.0,USD,JPY,153.0,35058.42,500,
1776,Surat,London,UK,2024-03-12,2024-03-15,3,Hotel 3-star,36,Bus,17.49,57.0,256.5,USD,EUR,0.92,337.63,7014,
1777,Kolkata,Dubai,UAE,2024-06-04,2024-06-13,9,Hotel 3-star,108,Bus,27.17,76.5,344.25,USD,AED,3.67,2040.23,3369,
1778,Chennai,Dubai,UAE,2024-06-05,2024-06-14,9,Hotel 5-star,360,Flight,155.25,76.5,344.25,USD,INR,83.0,77688.0,2944,
1779,Mumbai,Berlin,Germany,2024-06-25,2024-06-27,2,Hotel 4-star,50,Train,12.13,35.0,157.5,USD,AED,3.67,934.49,6286,Exp_SL
1780,Bengaluru,Paris,France,2024-04-30,2024-05-12,12,Hostel,84,Bike,381.24,204.0,918.0,USD,INR,83.0,131740.92,7849,
1781,Ahmedabad,Bengaluru,India,2024-07-16,2024-07-24,8,Hotel 3-star,96,Flight,973.61,96.0,432.0,USD,EUR,0.92,1469.8,1237,
1782,Jaipur,Singapore,Singapore,2024-06-25,2024-07-05,10,Hotel 5-star,400,Car,508.87,185.0,832.5,USD,USD,1.0,1926.37,4126,
1783,Kolkata,Sydney,Australia,2024-06-21,2024-06-29,8,Hotel 4-star,200,Flight,609.75,120.0,540.0,USD,USD,1.0,1469.75,9138,
1784,Bengaluru,Tokyo,Japan,2024-03-28,2024-04-04,7,Hotel 3-star,84,Flight,963.23,98.0,441.0,USD,AED,3.67,5821.46,6658,
1785,Pune,Dubai,UAE,2024-08-29,2024-09-02,4,Hotel 4-star,100,Car,116.39,34.0,153.0,USD,INR,83.0,33481.37,2054,
1786,Chennai,Dubai,UAE,2024-03-05,2024-03-08,3,Hotel 4-star,75,Bike,71.5,25.5,114.75,USD,GBP,0.79,226.53,2944,
1787,Chennai,Mumbai,India,2024-06-11,2024-06-18,7,Hotel 4-star,175,Car,82.64,84.0,378.0,USD,USD,1.0,719.64,1033,
1788,Hyderabad,Tokyo,Japan,2024-03-17,2024-03-29,12,Hotel 3-star,144,Bus,31.2,168.0,756.0,USD,INR,83.0,91233.6,6311,
1789,Pune,Paris,France,2024-02-04,2024-02-07,3,Hostel,21,Bike,346.07,51.0,229.5,USD,INR,83.0,53748.31,7125,
1790,Chennai,Bengaluru,India,2024-01-09,2024-01-13,4,Hotel 5-star,160,Car,23.2,48.0,216.0,USD,JPY,153.0,68421.6,290,
1791,Kolkata,Berlin,Germany,2024-08-23,2024-08-26,3,Airbnb,210,Flight,518.58,52.5,236.25,USD,GBP,0.79,803.69,7031,
1792,Mumbai,Berlin,Germany,2024-04-30,2024-05-09,9,Hotel 5-star,360,Bus,42.42,157.5,708.75,USD,GBP,0.79,1002.25,6286,
1793,Delhi,Berlin,Germany,2024-03-25,2024-03-31,6,Hotel 3-star,72,Car,672.7,105.0,472.5,USD,GBP,0.79,1044.54,5766,
1794,Ahmedabad,Tokyo,Japan,2024-01-10,2024-01-18,8,Hotel 5-star,320,Bus,40.35,112.0,504.0,USD,AED,3.67,3583.2,6529,
1795,Pune,New York,USA,2024-01-15,2024-01-27,12,Hotel 5-star,480,Bike,379.17,126.0,567.0,USD,INR,83.0,128830.11,12639,
1796,Jaipur,Tokyo,Japan,2024-06-07,2024-06-16,9,Hostel,63,Bike,241.68,126.0,567.0,USD,EUR,0.92,917.87,6042,
1797,Pune,Bengaluru,India,2024-01-19,2024-01-29,10,Hostel,70,Train,8.25,120.0,540.0,USD,USD,1.0,738.25,735,JS_CC
1798,Jaipur,Mumbai,India,2024-05-18,2024-05-28,10,Airbnb,700,Train,10.35,120.0,540.0,USD,JPY,153.0,209663.55,921,Sha_CC
1799,Mumbai,Sydney,Australia,2024-08-04,2024-08-13,9,Hotel 3-star,108,Train,,135.0,607.5,USD,EUR,0.92,,10157,JS_2S
1800,Surat,London,UK,2024-05-08,2024-05-12,4,Hotel 3-star,48,Bus,10.46,76.0,342.0,USD,JPY,153.0,72898.38,7014,
1801,Kolkata,Berlin,Germany,2024-02-06,2024-02-17,11,Hotel 5-star,440,Flight,803.55,192.5,866.25,USD,JPY,153.0,352251.9,7031,
1802,Surat,Sydney,Australia,2024-03-28,2024-03-31,3,Hostel,21,Bike,441.26,45.0,202.5,USD,EUR,0.92,652.98,10296,
1803,Hyderabad,Paris,France,2024-06-17,2024-06-23,6,Hotel 3-star,72,Bus,13.4,102.0,459.0,USD,INR,83.0,53651.2,7555,
1804,Jaipur,Bengaluru,India,2024-02-12,2024-02-15,3,Hotel 4-star,75,Flight,676.22,36.0,162.0,USD,AED,3.67,3483.64,1562,
1805,Delhi,Singapore,Singapore,2024-06-07,2024-06-08,1,Hotel 3-star,12,Car,512.7,18.5,83.25,USD,AED,3.67,2299.07,4157,
1806,Jaipur,Singapore,Singapore,2024-01-30,2024-02-04,5,Hotel 4-star,125,Train,10.72,92.5,416.25,USD,INR,83.0,53491.01,4126,Exp_SL
1807,Hyderabad,Paris,France,2024-03-12,2024-03-21,9,Airbnb,630,Bus,29.98,153.0,688.5,USD,GBP,0.79,1186.17,7555,
1808,Hyderabad,Dubai,UAE,2024-05-19,2024-05-27,8,Airbnb,560,Flight,164.42,68.0,306.0,USD,AED,3.67,4031.2,2553,
1809,Mumbai,Singapore,Singapore,2024-03-22,2024-04-02,11,Hotel 4-star,275,Flight,751.32,203.5,915.75,USD,EUR,0.92,1973.92,3904,
1810,Delhi,London,UK,2024-08-04,2024-08-05,1,Airbnb,70,Car,848.29,19.0,85.5,USD,EUR,0.92,940.97,6697,
1811,Chennai,Paris,France,2024-05-29,2024-06-02,4,Hotel 5-star,160,Car,910.75,68.0,306.0,USD,GBP,0.79,1141.35,8036,
1812,Hyderabad,Paris,France,2024-07-28,2024-08-02,5,Hotel 5-star,200,Flight,1121.56,85.0,382.5,USD,EUR,0.92,1645.94,7555,
1813,Pune,Berlin,Germany,2024-03-18,2024-03-29,11,Hotel 5-star,440,Train,,192.5,866.25,USD,AED,3.67,,6399,JS_2S
1814,Delhi,Berlin,Germany,2024-08-11,2024-08-20,9,Hostel,63,Flight,772.32,157.5,708.75,USD,AED,3.67,6244.76,5766,
1815,Surat,Bengaluru,India,2024-07-03,2024-07-14,11,Hotel 3-star,132,Car,83.44,132.0,594.0,USD,JPY,153.0,144040.32,1043,
1816,Jaipur,Paris,France,2024-02-03,2024-02-12,9,Hotel 4-star,225,Bus,48.35,153.0,688.5,USD,EUR,0.92,1025.66,6612,
1817,Chennai,Dubai,UAE,2024-04-17,2024-04-26,9,Hotel 3-star,108,Flight,313.87,76.5,344.25,USD,JPY,153.0,128920.86,2944,
1818,Hyderabad,New York,USA,2024-05-22,2024-06-03,12,Hotel 3-star,144,Bike,388.74,126.0,567.0,USD,USD,1.0,1225.74,12958,
1819,Chennai,Bengaluru,India,2024-02-06,2024-02-17,11,Hotel 3-star,132,Train,4.34,132.0,594.0,USD,INR,83.0,71574.22,290,Ord_FC
1820,Kolkata,Dubai,UAE,2024-07-10,2024-07-13,3,Hostel,21,Bike,81.82,25.5,114.75,USD,INR,83.0,20174.81,3369,
1821,Surat,Sydney,Australia,2024-03-27,2024-03-31,4,Hotel 3-star,48,Train,,60.0,270.0,USD,INR,83.0,,10296,GR_CC
1822,Mumbai,New York,USA,2024-02-03,2024-02-05,2,Hotel 4-star,50,Bus,5.15,21.0,94.5,USD,INR,83.0,14163.95,12538,
1823,Ahmedabad,Bengaluru,India,2024-05-08,2024-05-09,1,Hostel,7,Bus,46.34,12.0,54.0,USD,JPY,153.0,18259.02,1237,
1824,Surat,Berlin,Germany,2024-04-21,2024-04-28,7,Hotel 4-star,175,Bike,305.15,122.5,551.25,USD,JPY,153.0,176546.7,6103,
1825,Hyderabad,Paris,France,2024-02-12,2024-02-24,12,Hotel 4-star,300,Bike,366.96,204.0,918.0,USD,JPY,153.0,273710.88,7555,
1826,Ahmedabad,New York,USA,2024-01-20,2024-01-22,2,Hotel 3-star,24,Train,,21.0,94.5,USD,AED,3.67,,12131,JS_2S
1827,Delhi,Dubai,UAE,2024-06-30,2024-07-04,4,Hotel 3-star,48,Car,124.38,34.0,153.0,USD,AED,3.67,1318.92,2195,
1828,Bengaluru,London,UK,2024-03-01,2024-03-06,5,Airbnb,350,Bus,53.52,95.0,427.5,USD,EUR,0.92,851.94,8035,
1829,Pune,Paris,France,2024-01-02,2024-01-07,5,Airbnb,350,Flight,1062.4,85.0,382.5,USD,INR,83.0,156031.7,7125,
1830,Chennai,Sydney,Australia,2024-04-20,2024-04-25,5,Hotel 4-star,125,Bus,29.3,75.0,337.5,USD,JPY,153.0,86720.4,9126,
1831,Pune,Sydney,Australia,2024-05-20,2024-05-29,9,Hotel 3-star,108,Train,12.13,135.0,607.5,USD,USD,1.0,862.63,10037,Exp_SL
1832,Delhi,Paris,France,2024-01-12,2024-01-15,3,Hotel 5-star,120,Car,744.83,51.0,229.5,USD,EUR,0.92,1053.7,6572,
1833,Ahmedabad,Mumbai,India,2024-03-20,2024-03-25,5,Hostel,35,Bike,15.09,60.0,270.0,USD,GBP,0.79,300.27,440,
1834,Mumbai,Bengaluru,India,2024-07-19,2024-07-23,4,Airbnb,280,Bike,28.97,48.0,216.0,USD,USD,1.0,572.97,845,
1835,Delhi,Paris,France,2024-01-25,2024-01-28,3,Airbnb,210,Bike,319.21,51.0,229.5,USD,GBP,0.79,639.67,6572,
1836,Mumbai,Dubai,UAE,2024-01-13,2024-01-19,6,Hotel 3-star,72,Train,9.88,51.0,229.5,USD,AED,3.67,1329.93,1935,Yuva_Other
1837,Jaipur,Singapore,Singapore,2024-06-24,2024-07-01,7,Hostel,49,Train,,129.5,582.75,USD,AED,3.67,,4126,Sha_CC
1838,Mumbai,Sydney,Australia,2024-06-05,2024-06-14,9,Airbnb,630,Car,1015.7,135.0,607.5,USD,JPY,153.0,365394.6,10157,
1839,Chennai,Sydney,Australia,2024-03-23,2024-03-28,5,Hostel,35,Bike,391.11,75.0,337.5,USD,JPY,153.0,128307.33,9126,
1840,Ahmedabad,Dubai,UAE,2024-02-03,2024-02-06,3,Airbnb,210,Flight,522.32,25.5,114.75,USD,EUR,0.92,802.76,1771,
1841,Bengaluru,New York,USA,2024-07-08,2024-07-10,2,Hostel,14,Car,935.76,21.0,94.5,USD,GBP,0.79,841.56,13368,
